vehicle_id,engine_index,engine_descriptor,engine_cylinders,engine_displacement,turbocharger,fuel_type,fuel_type_1,alternative_fuel_technology,ghg_score,ghg_score_alt_fuel
26587,9001.0,(FFS),6.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
27705,9005.0,(FFS) CA model,6.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
26561,9002.0,(FFS),4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
27681,9006.0,(FFS) CA model,4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
27550,1830.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
28426,1880.0,(FFS) CA model,4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
27549,1831.0,(FFS),6.0,4.2,,Regular,Regular Gasoline,,-1.0,-1.0
28425,1881.0,(FFS) CA model,6.0,4.2,,Regular,Regular Gasoline,,-1.0,-1.0
27593,1524.0,(FFS),6.0,4.2,,Regular,Regular Gasoline,,-1.0,-1.0
28455,1574.0,(FFS) CA model,6.0,4.2,,Regular,Regular Gasoline,,-1.0,-1.0
27591,1405.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
27594,1504.0,(FFS),6.0,4.2,,Regular,Regular Gasoline,,-1.0,-1.0
28454,1455.0,(FFS)(SIL) CA model,4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
28456,1554.0,(FFS) CA model,6.0,4.2,,Regular,Regular Gasoline,,-1.0,-1.0
27592,1420.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
27595,1514.0,(FFS),6.0,4.2,,Regular,Regular Gasoline,,-1.0,-1.0
28457,1564.0,(FFS) CA model,6.0,4.2,,Regular,Regular Gasoline,,-1.0,-1.0
27585,1430.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
27588,1524.0,(FFS),6.0,4.2,,Regular,Regular Gasoline,,-1.0,-1.0
28449,1480.0,(FFS) CA model,4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
28451,1574.0,(FFS) CA model,6.0,4.2,,Regular,Regular Gasoline,,-1.0,-1.0
27586,1405.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
27589,1504.0,(FFS),6.0,4.2,,Regular,Regular Gasoline,,-1.0,-1.0
28450,1455.0,(FFS)(SIL) CA model,4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
28452,1554.0,(FFS) CA model,6.0,4.2,,Regular,Regular Gasoline,,-1.0,-1.0
27587,1420.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
27590,1514.0,(FFS),6.0,4.2,,Regular,Regular Gasoline,,-1.0,-1.0
28453,1564.0,(FFS) CA model,6.0,4.2,,Regular,Regular Gasoline,,-1.0,-1.0
26599,7001.0,(GUZZLER),8.0,5.3,,Regular,Regular Gasoline,,-1.0,-1.0
27716,7006.0,(GUZZLER) CA model,8.0,5.3,,Regular,Regular Gasoline,,-1.0,-1.0
26600,7001.0,(GUZZLER),8.0,5.3,,Regular,Regular Gasoline,,-1.0,-1.0
27717,7006.0,(GUZZLER) CA model,8.0,5.3,,Regular,Regular Gasoline,,-1.0,-1.0
26601,7001.0,(GUZZLER),8.0,5.3,,Regular,Regular Gasoline,,-1.0,-1.0
27718,7006.0,(GUZZLER) CA model,8.0,5.3,,Regular,Regular Gasoline,,-1.0,-1.0
26607,64011.0,(FFS),4.0,1.8,,Regular,Regular Gasoline,,-1.0,-1.0
27724,64016.0,(FFS) CA model,4.0,1.8,,Regular,Regular Gasoline,,-1.0,-1.0
26608,64011.0,(FFS),4.0,1.8,,Regular,Regular Gasoline,,-1.0,-1.0
27725,64016.0,(FFS) CA model,4.0,1.8,,Regular,Regular Gasoline,,-1.0,-1.0
26609,64061.0,(FFS),5.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
27726,64066.0,(FFS) CA model,5.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
26930,64071.0,(FFS),5.0,2.1,,Regular,Regular Gasoline,,-1.0,-1.0
26931,64031.0,"(FFS,TRBO)",5.0,2.1,True,Regular,Regular Gasoline,,-1.0,-1.0
28000,64036.0,"(FFS,TRBO) CA model",5.0,2.1,True,Regular,Regular Gasoline,,-1.0,-1.0
28001,64076.0,(FFS) CA model,5.0,2.1,,Regular,Regular Gasoline,,-1.0,-1.0
26932,64071.0,(FFS),5.0,2.1,,Regular,Regular Gasoline,,-1.0,-1.0
28002,64076.0,(FFS) CA model,5.0,2.1,,Regular,Regular Gasoline,,-1.0,-1.0
27143,64071.0,(FFS),5.0,2.1,,Regular,Regular Gasoline,,-1.0,-1.0
28171,64076.0,(FFS) CA model,5.0,2.1,,Regular,Regular Gasoline,,-1.0,-1.0
27144,64071.0,(FFS),5.0,2.1,,Regular,Regular Gasoline,,-1.0,-1.0
28172,64076.0,(FFS) CA model,5.0,2.1,,Regular,Regular Gasoline,,-1.0,-1.0
26602,64020.0,(FFS),5.0,2.1,,Regular,Regular Gasoline,,-1.0,-1.0
26604,64051.0,(FFS),5.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
27719,64025.0,(FFS) CA model,5.0,2.1,,Regular,Regular Gasoline,,-1.0,-1.0
27721,64056.0,(FFS) CA model,5.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
26603,64020.0,(FFS),5.0,2.1,,Regular,Regular Gasoline,,-1.0,-1.0
26605,64051.0,(FFS),5.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
27720,64025.0,(FFS) CA model,5.0,2.1,,Regular,Regular Gasoline,,-1.0,-1.0
27722,64056.0,(FFS) CA model,5.0,2.2,,Regular,Regular Gasoline,,-1.0,-1.0
26606,64041.0,"(FFS,TRBO)",5.0,2.1,True,Regular,Regular Gasoline,,-1.0,-1.0
27723,64046.0,"(FFS,TRBO) CA model",5.0,2.1,True,Regular,Regular Gasoline,,-1.0,-1.0
26588,10010.0,(FFS),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
27706,10015.0,(FFS) CA model,8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
26562,12710.0,(FFS),4.0,1.5,,Regular,Regular Gasoline,,-1.0,-1.0
27682,12715.0,(FFS) CA model,4.0,1.5,,Regular,Regular Gasoline,,-1.0,-1.0
26820,12120.0,(FFS),4.0,2.3,,Regular,Regular Gasoline,,-1.0,-1.0
26821,12120.0,(FFS),4.0,2.3,,Regular,Regular Gasoline,,-1.0,-1.0
26933,12211.0,(GUZZLER),6.0,3.0,,Regular,Regular Gasoline,,-1.0,-1.0
26934,12210.0,(GUZZLER),6.0,3.0,,Regular,Regular Gasoline,,-1.0,-1.0
26610,12010.0,(FFS),4.0,1.8,,Regular,Regular Gasoline,,-1.0,-1.0
27727,12015.0,(FFS) CA model,4.0,1.8,,Regular,Regular Gasoline,,-1.0,-1.0
26612,12040.0,(FFS),6.0,2.7,,Regular,Regular Gasoline,,-1.0,-1.0
27729,12045.0,(FFS) CA model,6.0,2.7,,Regular,Regular Gasoline,,-1.0,-1.0
26611,12010.0,(FFS),4.0,1.8,,Regular,Regular Gasoline,,-1.0,-1.0
26613,12040.0,(FFS),6.0,2.7,,Regular,Regular Gasoline,,-1.0,-1.0
27728,12015.0,(FFS) CA model,4.0,1.8,,Regular,Regular Gasoline,,-1.0,-1.0
27730,12045.0,(FFS) CA model,6.0,2.7,,Regular,Regular Gasoline,,-1.0,-1.0
26797,12020.0,(FFS),6.0,2.7,,Regular,Regular Gasoline,,-1.0,-1.0
26798,12030.0,(FFS),6.0,3.2,,Regular,Regular Gasoline,,-1.0,-1.0
27888,12025.0,(FFS) CA model,6.0,2.7,,Regular,Regular Gasoline,,-1.0,-1.0
27889,12035.0,(FFS) CA model,6.0,3.2,,Regular,Regular Gasoline,,-1.0,-1.0
26614,12030.0,(FFS),6.0,3.2,,Regular,Regular Gasoline,,-1.0,-1.0
27731,12035.0,(FFS) CA model,6.0,3.2,,Regular,Regular Gasoline,,-1.0,-1.0
26799,12030.0,(FFS),6.0,3.2,,Regular,Regular Gasoline,,-1.0,-1.0
27890,12035.0,(FFS) CA model,6.0,3.2,,Regular,Regular Gasoline,,-1.0,-1.0
26935,4220.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
26936,4402.0,(FFS),6.0,3.0,,Regular,Regular Gasoline,,-1.0,-1.0
26938,4303.0,(DIESEL),6.0,4.3,,Diesel,Diesel,,-1.0,-1.0
28003,4225.0,(FFS) CA model,4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
28004,4412.0,(FFS) CA model,6.0,3.0,,Regular,Regular Gasoline,,-1.0,-1.0
28006,4322.0,(DIESEL) CA model,6.0,4.3,,Diesel,Diesel,,-1.0,-1.0
26937,4416.0,"(CAL,FFS)",6.0,3.8,,Regular,Regular Gasoline,,-1.0,-1.0
28005,4415.0,(FFS) CA model,6.0,3.8,,Regular,Regular Gasoline,,-1.0,-1.0
28007,4320.0,(DIESEL) CA model,6.0,4.3,,Diesel,Diesel,,-1.0,-1.0
27145,4227.0,(CAL)(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
27146,4403.0,(FFS),6.0,3.0,,Regular,Regular Gasoline,,-1.0,-1.0
27148,4303.0,(DIESEL),6.0,4.3,,Diesel,Diesel,Diesel,-1.0,-1.0
28173,4239.0,(FFS) CA model,4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
28174,4414.0,(FFS) CA model,6.0,3.0,,Regular,Regular Gasoline,,-1.0,-1.0
28176,4322.0,(DIESEL) CA model,6.0,4.3,,Diesel,Diesel,Diesel,-1.0,-1.0
27147,4416.0,"(CAL,FFS)",6.0,3.8,,Regular,Regular Gasoline,,-1.0,-1.0
28175,4415.0,(FFS) CA model,6.0,3.8,,Regular,Regular Gasoline,,-1.0,-1.0
28177,4320.0,(DIESEL) CA model,6.0,4.3,,Diesel,Diesel,Diesel,-1.0,-1.0
27192,4333.0,(GM-OLDS),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
27193,4351.0,(350 V8) (DIESEL),8.0,5.7,,Diesel,Diesel,Diesel,-1.0,-1.0
28219,4342.0,(GM-OLDS) CA model,8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
27049,4440.0,(FFS),6.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
27050,4333.0,(GM-OLDS),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
27051,4351.0,(350 V8) (DIESEL),8.0,5.7,,Diesel,Diesel,Diesel,-1.0,-1.0
28098,4445.0,(FFS) CA model,6.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
28099,4342.0,(GM-OLDS) CA model,8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
28100,4320.0,(DIESEL) CA model,6.0,4.3,,Diesel,Diesel,Diesel,-1.0,-1.0
27052,4400.0,(GM-BUICK),6.0,3.8,,Regular,Regular Gasoline,,-1.0,-1.0
27054,4332.0,(GM-OLDS),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
28101,4410.0,(GM-BUICK) CA model,6.0,3.8,,Regular,Regular Gasoline,,-1.0,-1.0
28103,4341.0,(GM-OLDS) CA model,8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
27053,4440.0,(FFS),6.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
27055,4331.0,(GM-OLDS),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
27056,4351.0,(350 V8) (DIESEL),8.0,5.7,,Diesel,Diesel,Diesel,-1.0,-1.0
28102,4445.0,(FFS) CA model,6.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
28104,4341.0,(GM-OLDS) CA model,8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
26939,4401.0,(GM-BUICK),6.0,3.8,,Regular,Regular Gasoline,,-1.0,-1.0
28008,4411.0,(GM-BUICK) CA model,6.0,3.8,,Regular,Regular Gasoline,,-1.0,-1.0
26940,4420.0,"(FFS,TRBO)",6.0,3.8,True,Regular,Regular Gasoline,,-1.0,-1.0
26941,4435.0,(FFS),6.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
26942,4302.0,(DIESEL),6.0,4.3,,Diesel,Diesel,Diesel,-1.0,-1.0
26943,4352.0,(350 V8) (DIESEL),8.0,5.7,,Diesel,Diesel,Diesel,-1.0,-1.0
28009,4421.0,"(FFS,TRBO) CA model",6.0,3.8,True,Regular,Regular Gasoline,,-1.0,-1.0
28010,4446.0,(FFS) CA model,6.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
28011,4321.0,(DIESEL) CA model,6.0,4.3,,Diesel,Diesel,Diesel,-1.0,-1.0
26944,4425.0,"(FFS,TRBO)",6.0,3.8,True,Regular,Regular Gasoline,,-1.0,-1.0
26945,4430.0,(FFS),6.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
26946,4330.0,(GM-OLDS),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
26947,4350.0,(350 V8) (DIESEL),8.0,5.7,,Diesel,Diesel,Diesel,-1.0,-1.0
28012,4441.0,(FFS) CA model,6.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
28013,4340.0,(GM-OLDS) CA model,8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
26800,4425.0,"(FFS,TRBO)",6.0,3.8,True,Regular,Regular Gasoline,,-1.0,-1.0
26801,4430.0,(FFS),6.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
26802,4330.0,(GM-OLDS),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
27891,4441.0,(FFS) CA model,6.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
27892,4340.0,(GM-OLDS) CA model,8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
26803,4200.0,(CAL)(FFS),4.0,1.8,,Regular,Regular Gasoline,,-1.0,-1.0
26804,4210.0,"(FFS,TRBO)",4.0,1.8,True,Regular,Regular Gasoline,,-1.0,-1.0
26807,4123.0,(FFS),4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
27893,4205.0,(FFS) CA model,4.0,1.8,,Regular,Regular Gasoline,,-1.0,-1.0
27894,4215.0,"(FFS,TRBO) CA model",4.0,1.8,True,Regular,Regular Gasoline,,-1.0,-1.0
27897,4125.0,(FFS) CA model,4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
26805,4211.0,"(FFS,TRBO)",4.0,1.8,True,Regular,Regular Gasoline,,-1.0,-1.0
26808,4120.0,(FFS),4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
27895,4216.0,"(FFS,TRBO) CA model",4.0,1.8,True,Regular,Regular Gasoline,,-1.0,-1.0
27898,4125.0,(FFS) CA model,4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
26806,4202.0,(CAL)(FFS),4.0,1.8,,Regular,Regular Gasoline,,-1.0,-1.0
27896,4207.0,(FFS) CA model,4.0,1.8,,Regular,Regular Gasoline,,-1.0,-1.0
27082,4203.0,(CAL)(FFS),4.0,1.8,,Regular,Regular Gasoline,,-1.0,-1.0
27084,4123.0,(FFS),4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
28121,4206.0,(FFS) CA model,4.0,1.8,,Regular,Regular Gasoline,,-1.0,-1.0
28123,4125.0,(FFS) CA model,4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
27085,4120.0,(FFS),4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
28124,4125.0,(FFS) CA model,4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
27083,4202.0,(CAL)(FFS),4.0,1.8,,Regular,Regular Gasoline,,-1.0,-1.0
28122,4207.0,(FFS) CA model,4.0,1.8,,Regular,Regular Gasoline,,-1.0,-1.0
26809,4220.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
26811,4134.0,(FFS),6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
27899,4225.0,(FFS) CA model,4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
27901,4135.0,(FFS) CA model,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
26810,4229.0,(CAL)(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
26812,4130.0,(FFS),6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
27900,4241.0,(FFS) CA model,4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
27902,4135.0,(FFS) CA model,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
27057,4601.0,(FFS),8.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
27058,4351.0,(350 V8) (DIESEL),8.0,5.7,,Diesel,Diesel,Diesel,-1.0,-1.0
28105,4606.0,(FFS) CA model,8.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
26813,4123.0,(FFS),4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
27903,4125.0,(FFS) CA model,4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
26814,4120.0,(FFS),4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
27904,4125.0,(FFS) CA model,4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
26948,4600.0,(FFS),8.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
26949,4350.0,(350 V8) (DIESEL),8.0,5.7,,Diesel,Diesel,Diesel,-1.0,-1.0
28014,4605.0,(FFS) CA model,8.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
26815,4602.0,(FFS),8.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
27905,4607.0,(FFS) CA model,8.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
28106,4320.0,(DIESEL) CA model,6.0,4.3,,Diesel,Diesel,Diesel,-1.0,-1.0
27059,4610.0,(FFS),8.0,6.0,,Regular,Regular Gasoline,,-1.0,-1.0
26950,4600.0,(FFS),8.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
26951,4350.0,(350 V8) (DIESEL),8.0,5.7,,Diesel,Diesel,Diesel,-1.0,-1.0
28015,4605.0,(FFS) CA model,8.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
27305,4850.0,,6.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
27309,4862.0,(GM-CHEV),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
27306,4853.0,,6.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
27310,4862.0,(GM-CHEV),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
27313,4880.0,(DIESEL),8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
28293,4855.0,(FFS) CA model,6.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
28296,4865.0,(GM-CHEV) CA model,8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
28297,4885.0,(DIESEL) CA model,8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
27307,4852.0,,6.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
27311,4863.0,(GM-CHEV),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
28294,4855.0,(FFS) CA model,6.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
27308,4851.0,,6.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
27312,4860.0,(GM-CHEV),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
27314,4880.0,(DIESEL),8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
27315,4881.0,(DIESEL),8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
28295,4855.0,(FFS) CA model,6.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
28298,4886.0,(DIESEL) CA model,8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
29618,4852.0,,6.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
29619,4863.0,(GM-CHEV),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
27316,4853.0,,6.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
27318,4862.0,(GM-CHEV),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
27320,4880.0,(DIESEL),8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
28299,4875.0,(350 V8) (FFS) CA model,8.0,5.7,,Regular,Regular Gasoline,,-1.0,-1.0
28300,4885.0,(DIESEL) CA model,8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
27317,4852.0,,6.0,4.1,,Regular,Regular Gasoline,,-1.0,-1.0
27319,4863.0,(GM-CHEV),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
27321,4880.0,(DIESEL),8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
27322,4881.0,(DIESEL),8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
28301,4886.0,(DIESEL) CA model,8.0,6.2,,Diesel,Diesel,Diesel,-1.0,-1.0
26615,4221.0,(CAL)(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
26618,4131.0,(FFS),6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
26620,4154.0,(GM-CHEV),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
27732,4226.0,(FFS) CA model,4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
27735,4136.0,(FFS) CA model,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
27737,4155.0,(GM-CHEV) CA model,8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
26616,4232.0,(CAL)(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
27733,4244.0,(FFS) CA model,4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
26617,4234.0,(CAL)(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
26619,4131.0,(FFS),6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
26621,4152.0,(GM-CHEV),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
27734,4246.0,(FFS) CA model,4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
27736,4136.0,(FFS) CA model,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
27738,4157.0,(GM-CHEV) CA model,8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
27194,4153.0,(GM-CHEV),8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
27195,4351.0,(350 V8) (DIESEL),8.0,5.7,,Diesel,Diesel,Diesel,-1.0,-1.0
28220,4158.0,(GM-CHEV) CA model,8.0,5.0,,Regular,Regular Gasoline,,-1.0,-1.0
26816,4123.0,(FFS),4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
27906,4125.0,(FFS) CA model,4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
26817,4120.0,(FFS),4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
26818,4122.0,(FFS)(SIL),4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
27907,4125.0,(FFS) CA model,4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
26819,4120.0,(FFS),4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
27908,4125.0,(FFS) CA model,4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
26622,4123.0,(FFS),4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
27739,4125.0,(FFS) CA model,4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
26623,4120.0,(FFS),4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
27740,4125.0,(FFS) CA model,4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
26624,4120.0,(FFS),4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
27741,4125.0,(FFS) CA model,4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
27086,4123.0,(FFS),4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
28125,4125.0,(FFS) CA model,4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
27087,4120.0,(FFS),4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
28126,4125.0,(FFS) CA model,4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
27088,4120.0,(FFS),4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
28127,4125.0,(FFS) CA model,4.0,2.0,,Regular,Regular Gasoline,,-1.0,-1.0
26952,4220.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
26954,4134.0,(FFS),6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
26955,4300.0,(DIESEL),6.0,4.3,,Diesel,Diesel,Diesel,-1.0,-1.0
28016,4225.0,(FFS) CA model,4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
28018,4135.0,(FFS) CA model,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
28019,4322.0,(DIESEL) CA model,6.0,4.3,,Diesel,Diesel,Diesel,-1.0,-1.0
28020,4320.0,(DIESEL) CA model,6.0,4.3,,Diesel,Diesel,Diesel,-1.0,-1.0
26953,4224.0,(CAL)(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
28017,4238.0,(FFS) CA model,4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
27149,4220.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
27151,4133.0,(FFS),6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
27153,4300.0,(DIESEL),6.0,4.3,,Diesel,Diesel,,-1.0,-1.0
28178,4225.0,(FFS) CA model,4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
28180,4135.0,(FFS) CA model,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
28182,4322.0,(DIESEL) CA model,6.0,4.3,,Diesel,Diesel,,-1.0,-1.0
27152,4132.0,(FFS),6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
28181,4137.0,(FFS) CA model,6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
28183,4320.0,(DIESEL) CA model,6.0,4.3,,Diesel,Diesel,,-1.0,-1.0
27150,4224.0,(CAL)(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
28179,4238.0,(FFS) CA model,4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
26625,4100.0,(FFS),4.0,1.6,,Regular,Regular Gasoline,,-1.0,-1.0
26628,4111.0,(DIESEL),4.0,1.8,,Diesel,Diesel,Diesel,-1.0,-1.0
27742,4105.0,(FFS) CA model,4.0,1.6,,Regular,Regular Gasoline,,-1.0,-1.0
26626,4101.0,(FFS),4.0,1.6,,Regular,Regular Gasoline,,-1.0,-1.0
27743,4105.0,(FFS) CA model,4.0,1.6,,Regular,Regular Gasoline,,-1.0,-1.0
26627,4100.0,(FFS),4.0,1.6,,Regular,Regular Gasoline,,-1.0,-1.0
26629,4111.0,(DIESEL),4.0,1.8,,Diesel,Diesel,Diesel,-1.0,-1.0
27744,4115.0,(DIESEL) CA model,4.0,1.8,,Diesel,Diesel,Diesel,-1.0,-1.0
26956,4220.0,(FFS),4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
26958,4134.0,(FFS),6.0,2.8,,Regular,Regular Gasoline,,-1.0,-1.0
28021,4225.0,(FFS) CA model,4.0,2.5,,Regular,Regular Gasoline,,-1.0,-1.0
